C:/Users/Paris/Downloads/ZnL3 + Collidinium E 350uL IPA soln.20230202.15.30.30.CSV,250.0,1.17249
C:/Users/Paris/Downloads/ZnL3 E 300uL IPA soln.20230202.15.02.14.CSV,250.0,0.25723
